,title,rating,ratingLevel,ratingDescription,release year,user rating score,user rating size,Movie or Show
767,Back to the Secret Garden,G,General Audiences. Suitable for all ages.,35,2002,,82,Movie
768,The Brave Little Toaster Goes to Mars,G,General Audiences. Suitable for all ages.,35,1998,,82,Movie
769,The Brave Little Toaster to the Rescue,G,General Audiences. Suitable for all ages.,35,1997,,82,Movie
770,An American Tail: The Mystery of the Night Monster,G,General Audiences. Suitable for all ages.,35,1999,,82,Movie
771,An American Tail: Fievel Goes West,G,General Audiences. Suitable for all ages.,35,1991,,82,Movie
772,The Last Unicorn,G,General Audiences. Suitable for all ages.,35,1982,,82,Movie
773,The Iron Giant,PG,fantasy action and mild language,60,1999,83.0,80,Movie
774,Brother Bear 2,G,General Audiences. Suitable for all ages.,35,2006,57.0,80,Movie
775,The Fox and the Hound 2,G,General Audiences. Suitable for all ages.,35,2006,,82,Movie
776,The Smurfs and the Magic Flute,G,General Audiences. Suitable for all ages.,35,1976,,82,Movie
777,Jetsons: The Movie,G,General Audiences. Suitable for all ages.,35,1990,,82,Movie
778,We're Back! A Dinosaur's Story,G,General Audiences. Suitable for all ages.,35,1993,,82,Movie
779,A Monster in Paris,PG,"some action violence involving gunplay, and mild rude humor",60,2011,,82,Movie
782,Ernest & Celestine,PG,some scary moments,60,2012,,82,Movie
787,Jack and the Cuckoo-Clock Heart,PG,"scary images, suggestive material, some language and smoking",60,2013,,82,Movie
788,The Pirate Fairy,G,General Audiences. Suitable for all ages.,35,2014,57.0,80,Movie
789,Axel: The Biggest Little Hero,PG,"some scary images, perilous action sequences and mild rude humor",60,2013,,82,Movie
791,The Boxcar Children,G,General Audiences. Suitable for all ages.,35,2014,,82,Movie
795,Alice Through the Looking Glass,PG,fantasy action/peril and some language,60,2016,96.0,80,Movie
796,Quackerz,PG,"rude and suggestive humor, and some action",60,2016,,82,Movie
798,Blinky Bill: The Movie,PG,some rude humor,60,2015,,82,Movie
800,Flubber,PG,slapstick action and mild language,60,1997,83.0,80,Movie
801,Anastasia,G,General Audiences. Suitable for all ages.,35,1997,93.0,80,Movie
802,An Extremely Goofy Movie,G,General Audiences. Suitable for all ages.,35,1999,67.0,80,Movie
803,An American Tail,G,General Audiences. Suitable for all ages.,35,1986,67.0,80,Movie
804,Scooby-Doo,PG,"some rude humor, language and some scary action",60,2002,86.0,80,Movie
805,FernGully: The Last Rainforest,G,General Audiences. Suitable for all ages.,35,1992,70.0,80,Movie
806,Balto 2: Wolf Quest,G,General Audiences. Suitable for all ages.,35,2001,,82,Movie
807,Balto,G,General Audiences. Suitable for all ages.,35,1995,64.0,80,Movie
808,The Lizzie McGuire Movie,PG,mild thematic elements,60,2003,,82,Movie
809,The Brave Little Toaster Goes to Mars,G,General Audiences. Suitable for all ages.,35,1998,,82,Movie
810,The Brave Little Toaster to the Rescue,G,General Audiences. Suitable for all ages.,35,1997,,82,Movie
811,Recess: Taking the Fifth Grade,G,General Audiences. Suitable for all ages.,35,2003,,82,Movie
812,An American Tail: The Mystery of the Night Monster,G,General Audiences. Suitable for all ages.,35,1999,,82,Movie
